48,276,60,256,14,12
200,273,189,249,26,28
455,113,435,110,21,17
240,136,252,120,22,24
423,362,433,364,22,20
256,54,252,50,7,4
327,249,335,237,8,6
450,531,429,535,7,4
134,70,122,60,7,8
425,551,447,548,6,4
410,112,432,92,9,10
395,60,373,29,6,16
142,140,130,147,2,3
132,516,138,509,31,27
399,359,403,371,7,7
180,358,193,340,13,14
285,340,286,333,6,7
156,433,157,380,28,7
474,313,481,316,11,11
190,346,190,358,25,20
339,359,335,363,5,6
401,239,414,221,7,9
382,26,396,46,10,6
298,268,302,270,13,9
237,85,245,86,14,12
183,265,199,269,25,21
77,275,81,272,6,6
122,347,96,351,7,5
165,419,155,434,24,24
188,518,216,518,10,10
172,510,171,514,11,5
289,14,281,14,5,3
287,79,289,89,30,23
47,74,62,64,5,3
306,23,315,12,28,29
214,191,215,203,25,23
356,192,375,183,7,8
480,148,475,177,15,14
363,408,363,411,10,7
79,552,65,552,4,3
153,408,167,447,4,1
436,287,442,294,14,16
315,73,322,87,9,7
78,47,80,26,7,5
181,326,190,311,13,15
164,284,167,270,5,7
308,64,319,50,33,36
280,285,265,301,11,11
472,192,479,182,8,10
405,256,414,276,7,5
327,495,317,520,4,3
358,273,370,285,7,4
161,493,151,467,4,14
257,319,253,321,6,11
153,134,132,142,11,10
385,162,392,180,6,6
401,92,391,75,17,15
182,377,174,396,20,24
169,47,184,24,9,7
475,413,480,415,5,7
446,218,432,226,14,11
433,398,435,419,7,7
359,140,344,122,14,9
386,42,380,42,7,4
451,235,457,256,13,13
10,312,18,321,10,16
188,150,200,128,10,9
118,547,105,552,20,21
250,503,269,492,10,9
104,535,123,528,24,19
192,12,183,8,6,6
276,486,298,464,4,2
296,64,298,60,25,28
447,361,465,352,17,16
175,236,203,237,20,8
37,416,26,418,5,8
432,320,423,326,21,17
213,226,224,227,7,3
169,465,163,478,5,3
148,375,147,369,2,5
232,166,208,165,15,19
341,239,352,226,12,8
240,220,188,206,6,19
178,205,179,213,2,8
453,445,451,461,11,8
180,282,177,303,13,12
146,492,163,502,16,8
201,181,226,185,22,19
445,39,439,22,7,4
